sport,post_number,poster_name,has_quote,quoted_user,post_text
NFL,7,Buffalobob89074,True,Token13,Big Ben's stats in his first Superbowl were horrific. Ben Roethlisberger went 9-21 for 123 yards 0 td's 2 interceptions and a rating of 22.6. Will be intriguing to watch how Drake Maye handles the pressure. Darnold won't be the only one under pressure all day.
NFL,8,MrBator,True,MrBator,Is Drake Maye a fool for marrying his girlfriend since the 7th grade and thus limiting himself to one woman for life when it was apparent prior to his wedding that he could now get an unlimited assortment of smoking hot women of a much higher caliber? Or he is just a good man who doesn't care about that?
NFL,9,greenhead,False,,"@MrBator He might be a good man, but I know I would be tasting every flavor out there!"
NFL,10,samiseo01,False,,nice
NFL,1,Token13,False,,Why is that? Because Seahawks will be the only team to lose to of the youngest quarterbacks in history the first was Big Ben Steelers quarterback in superbowl XL the other will be you guessed it Drake Maye Patriots quarterback in superbowl 60. Patriots will win declare it Patriot day.
NFL,2,Token13,False,,@Token13 Theory Coincidence Seahawks lost in superbowl XL to Steelers will they lose in superbowl LX to Patriots the answer is yes!
NFL,3,Cooler999,False,,Is this really Jimmy Gape?
NFL,4,Token13,False,,@Cooler999 No.Im the original king of parlays in baseball
NFL,5,KTriple,False,,I like it
NFL,6,MrBator,False,,I think that the Patriots are going to come up short today in Super Bowl 60. How short? As short as Drake Maye's wife. Seahawks by double digits.
NFL,7,Buffalobob89074,True,Token13,Big Ben's stats in his first Superbowl were horrific. Ben Roethlisberger went 9-21 for 123 yards 0 td's 2 interceptions and a rating of 22.6. Will be intriguing to watch how Drake Maye handles the pressure. Darnold won't be the only one under pressure all day.
NFL,8,MrBator,True,MrBator,Is Drake Maye a fool for marrying his girlfriend since the 7th grade and thus limiting himself to one woman for life when it was apparent prior to his wedding that he could now get an unlimited assortment of smoking hot women of a much higher caliber? Or he is just a good man who doesn't care about that?
NFL,9,greenhead,False,,"@MrBator He might be a good man, but I know I would be tasting every flavor out there!"
NFL,10,samiseo01,False,,nice
NFL,1,Nuts22,False,,I picked the color white for +250 and when I went to collect he said that he sorry but it was more of a cream color. Is he right?
NFL,2,StumpTownStu,False,,"Yes, he's right."
NFL,3,stfn,False,,"Definitely cream, however was cream an option? If there was no cream option you just got bamboozled"
NFL,4,LJJU,False,,At least it wasn't ICE cream
NFL,5,Nuts22,True,stfn,There was not a cream option.
NFL,6,stfn,False,,@Nuts22 Then your bookie is a dirtbag and screwing you on technicalities
NFL,7,NutinButtLove,False,,Sounds like he is quite a rotten rabbit Cream is not a colour. It's a shade of white. The colour is white. Tell your bookie I have a fine art degree and he better come correct
NFL,8,FXGar,False,,"go over and talk to your bookie, take a baseball bat. Hit him as hard a you can in the knees. If he doesn't change his mind then hit him again. If he doesn't change his decision then run!!"
NFL,9,2001bmw,False,,Sounds like he wont pay you regardless... get a real bookie
NFL,10,haymo,False,,Tell him you're not betting with him again unless he pays up!!!!
NFL,11,stfn,False,,Bet until you rack up 2500 marker and dont pay
NFL,12,Nuts22,False,,UPDATE: He ended up paying after I explained to him that cream can be a white color. I used the example of whipped cream and he agreed that he was in the wrong and I got paid.
NFL,13,samiseo01,False,,nice
NFL,1,Nuts22,False,,I picked the color white for +250 and when I went to collect he said that he sorry but it was more of a cream color. Is he right?
NFL,2,StumpTownStu,False,,"Yes, he's right."
NFL,3,stfn,False,,"Definitely cream, however was cream an option? If there was no cream option you just got bamboozled"
NFL,4,LJJU,False,,At least it wasn't ICE cream
NFL,5,Nuts22,True,stfn,There was not a cream option.
NFL,6,stfn,False,,@Nuts22 Then your bookie is a dirtbag and screwing you on technicalities
NFL,7,NutinButtLove,False,,Sounds like he is quite a rotten rabbit Cream is not a colour. It's a shade of white. The colour is white. Tell your bookie I have a fine art degree and he better come correct
NFL,8,FXGar,False,,"go over and talk to your bookie, take a baseball bat. Hit him as hard a you can in the knees. If he doesn't change his mind then hit him again. If he doesn't change his decision then run!!"
NFL,9,2001bmw,False,,Sounds like he wont pay you regardless... get a real bookie
NFL,10,haymo,False,,Tell him you're not betting with him again unless he pays up!!!!
NFL,11,stfn,False,,Bet until you rack up 2500 marker and dont pay
NFL,12,Nuts22,False,,UPDATE: He ended up paying after I explained to him that cream can be a white color. I used the example of whipped cream and he agreed that he was in the wrong and I got paid.
NFL,13,samiseo01,False,,nice
NFL,1,TEAMx747,False,,"What a great football season this was. Very refreshing for me, lots of new faces, new teams, I already can not wait for next season to get here, but we have one more game before that awful feeling creeps in of no football for 7 months! I am going to start with REALLY? PLUS fucking 5 points? I totally do not agree with this line and will JUMP on it. My Super Bowl 60 pick will be the New England Patriots +5 and +190 5x each! I guess I am going out of my comfort zone adding 5x on the +190 money line play, but what the heck, it is the SUPER BOWL! 2026- 11-6 +17x Good Luck Everyone!"
NFL,2,Europa,False,,@TEAMx747
NFL,3,D-Town,False,,
NFL,4,justliketoplay,False,,https://youtu.be/28GLa9T2CtI?si=w9DEd15S_Qc1ysgk
NFL,5,TEAMx747,False,,@Europa
NFL,6,TEAMx747,False,,@D-Town
NFL,7,TEAMx747,False,,@justliketoplay
NFL,8,tjones1270,False,,8 teams lost to tampa bay1 falcons2 texans 3jets 4seattle 5 49ers 6 saints 7 cardinals 8 panthers 4 other teams who lost to tampa bay also lost the superbowl remember falcons blowing 25 point lead lost in ot by 6 to patriots
NFL,9,TEAMx747,False,,@tjones1270
NFL,10,DJK,False,,"Another New England backer. That's just PERFECT. It's only getting better and better. That bet percentage of 70% on Seattle cannot possibly be by the public. It's all sharp money and all the better. We need more people to back New England to even the bet percentage, so Vegas doesn't make the call to NFL. Don't you all see what's going on? Even after Don Juan and Vanjack are on Seattle, we have more and more people on here backing New England. The public is on New England even after 9 out of 10 odd makers are predicting a Seattle win and cover. I just don't get it with you folks. All over thinking it and all over analyzing shit to death. Good luck with New England."
NFL,11,Fuse,False,,GL
NFL,12,TEAMx747,True,DJK,"I have no idea what you are yapping about, I pay no attention to who is on what! I made this bet on the 26th of Jan, all those percentage meant nothing to me at that time! Thanks for dropping by, and typing out what you did! It was a dominating game by the SeaHawks! The Patriots went in with a bad game plan thinking they are the Ravens with Ray Lewis, Drake Maye wasn't ready for the big stage! Hey it happens, some wins some loses! Best of Luck to you moving forward!"
NFL,13,TEAMx747,False,,@Fuse
NFL,14,TEAMx747,False,,"2026- 11-8 +7x Wasn't even an excitting game! and just like that the season is over! 3 games over .500 although 2 of the loses were on the Pats in the Super Bowl, I will take the +7x for the year! Hope Everyone made some money!"
NFL,15,DogbiteWilliams,False,,Congratulations on having a winning season.
NFL,16,TEAMx747,False,,@DogbiteWilliams
NFL,1,TEAMx747,False,,"What a great football season this was. Very refreshing for me, lots of new faces, new teams, I already can not wait for next season to get here, but we have one more game before that awful feeling creeps in of no football for 7 months! I am going to start with REALLY? PLUS fucking 5 points? I totally do not agree with this line and will JUMP on it. My Super Bowl 60 pick will be the New England Patriots +5 and +190 5x each! I guess I am going out of my comfort zone adding 5x on the +190 money line play, but what the heck, it is the SUPER BOWL! 2026- 11-6 +17x Good Luck Everyone!"
NFL,2,Europa,False,,@TEAMx747
NFL,3,D-Town,False,,
NFL,4,justliketoplay,False,,https://youtu.be/28GLa9T2CtI?si=w9DEd15S_Qc1ysgk
NFL,5,TEAMx747,False,,@Europa
NFL,6,TEAMx747,False,,@D-Town
NFL,7,TEAMx747,False,,@justliketoplay
NFL,8,tjones1270,False,,8 teams lost to tampa bay1 falcons2 texans 3jets 4seattle 5 49ers 6 saints 7 cardinals 8 panthers 4 other teams who lost to tampa bay also lost the superbowl remember falcons blowing 25 point lead lost in ot by 6 to patriots
NFL,9,TEAMx747,False,,@tjones1270
NFL,10,DJK,False,,"Another New England backer. That's just PERFECT. It's only getting better and better. That bet percentage of 70% on Seattle cannot possibly be by the public. It's all sharp money and all the better. We need more people to back New England to even the bet percentage, so Vegas doesn't make the call to NFL. Don't you all see what's going on? Even after Don Juan and Vanjack are on Seattle, we have more and more people on here backing New England. The public is on New England even after 9 out of 10 odd makers are predicting a Seattle win and cover. I just don't get it with you folks. All over thinking it and all over analyzing shit to death. Good luck with New England."
NFL,11,Fuse,False,,GL
NFL,12,TEAMx747,True,DJK,"I have no idea what you are yapping about, I pay no attention to who is on what! I made this bet on the 26th of Jan, all those percentage meant nothing to me at that time! Thanks for dropping by, and typing out what you did! It was a dominating game by the SeaHawks! The Patriots went in with a bad game plan thinking they are the Ravens with Ray Lewis, Drake Maye wasn't ready for the big stage! Hey it happens, some wins some loses! Best of Luck to you moving forward!"
NFL,13,TEAMx747,False,,@Fuse
NFL,14,TEAMx747,False,,"2026- 11-8 +7x Wasn't even an excitting game! and just like that the season is over! 3 games over .500 although 2 of the loses were on the Pats in the Super Bowl, I will take the +7x for the year! Hope Everyone made some money!"
NFL,15,DogbiteWilliams,False,,Congratulations on having a winning season.
NFL,16,TEAMx747,False,,@DogbiteWilliams
NFL,1,tjones1270,False,,Pats were dead last in sos seahawks were 4th rookie qb basically in 1 st sb and HC Vrabel just signed this year already saw next years s o s and the browns are ranked daed last the hc of seattle mc donald was perct 6-0 vs qb 's under 24 so i recovered in 2nd half with any time td 2 of them and seattle and unders for 200$ parlay ty dear god for leagle sports betting
NFL,2,C-70Blues,False,,I'm quite certain you learned nothing and will be posting the same bullshit once next season rolls around.
NFL,3,maxwagers781,True,tjones1270,so do you mean 'legal' or 'leagle'
NFL,4,stfn,False,,"Still capping using trends, nothing was learnt"
NFL,5,Digitalkarma,False,,"Cut off ""teams that lost to Tampa"" from your handicapping that would be lesson #1"
NFL,6,hoopsvader,False,,Ur engresh is gud
NFL,7,gambleforfood,False,,Goot inga lesh
NFL,8,Shaquavius,False,,@tjones1270 What is leagle? What are schools teaching these days?
